0;0.717793;0.972296;0.599243;-0.160583;-0.816763;-0.945774;-0.464348;0.316786;0.893454;0.893454;0.316786;-0.464348;-0.945774;-0.816763;-0.160583;0.599243;0.972296;0.717793;0
0;0.708397;0.959568;0.591399;-0.158481;-0.806072;-0.933394;-0.458269;0.312639;0.881759;0.881759;0.312639;-0.458269;-0.933394;-0.806072;-0.158481;0.591399;0.959568;0.708397;0
0;0.679344;0.920215;0.567145;-0.151981;-0.773013;-0.895114;-0.439475;0.299817;0.845596;0.845596;0.299817;-0.439475;-0.895114;-0.773013;-0.151981;0.567145;0.920215;0.679344;0
0;0.6317;0.855678;0.527369;-0.141323;-0.7188;-0.832337;-0.408653;0.27879;0.786293;0.786293;0.27879;-0.408653;-0.832337;-0.7188;-0.141323;0.527369;0.855678;0.6317;0
0;0.566817;0.76779;0.473202;-0.126807;-0.644971;-0.746846;-0.36668;0.250155;0.705531;0.705531;0.250155;-0.36668;-0.746846;-0.644971;-0.126807;0.473202;0.76779;0.566817;0
0;0.486472;0.658957;0.406127;-0.108833;-0.553548;-0.640983;-0.314704;0.214696;0.605524;0.605524;0.214696;-0.314704;-0.640983;-0.553548;-0.108833;0.406127;0.658957;0.486472;0
0;0.392857;0.53215;0.327974;-0.0878892;-0.447025;-0.517634;-0.254144;0.173381;0.488999;0.488999;0.173381;-0.254144;-0.517634;-0.447025;-0.0878892;0.327974;0.53215;0.392857;0
0;0.288526;0.390827;0.240874;-0.0645485;-0.328309;-0.380167;-0.186651;0.127336;0.359136;0.359136;0.127336;-0.186651;-0.380167;-0.328309;-0.0645485;0.240874;0.390827;0.288526;0
0;0.176325;0.238844;0.147204;-0.0394471;-0.200637;-0.232329;-0.114067;0.0778182;0.219476;0.219476;0.0778182;-0.114067;-0.232329;-0.200637;-0.0394471;0.147204;0.238844;0.176325;0
0;0.0593144;0.0803451;0.0495181;-0.0132697;-0.0674928;-0.0781535;-0.0383711;0.0261774;0.0738301;0.0738301;0.0261774;-0.0383711;-0.0781535;-0.0674928;-0.0132697;0.0495181;0.0803451;0.0593144;0
0;-0.0593144;-0.0803451;-0.0495181;0.0132697;0.0674928;0.0781535;0.0383711;-0.0261774;-0.0738301;-0.0738301;-0.0261774;0.0383711;0.0781535;0.0674928;0.0132697;-0.0495181;-0.0803451;-0.0593144;0
0;-0.176325;-0.238844;-0.147204;0.0394471;0.200637;0.232329;0.114067;-0.0778182;-0.219476;-0.219476;-0.0778182;0.114067;0.232329;0.200637;0.0394471;-0.147204;-0.238844;-0.176325;0
0;-0.288526;-0.390827;-0.240874;0.0645485;0.328309;0.380167;0.186651;-0.127336;-0.359136;-0.359136;-0.127336;0.186651;0.380167;0.328309;0.0645485;-0.240874;-0.390827;-0.288526;0
0;-0.392857;-0.53215;-0.327974;0.0878892;0.447025;0.517634;0.254144;-0.173381;-0.488999;-0.488999;-0.173381;0.254144;0.517634;0.447025;0.0878892;-0.327974;-0.53215;-0.392857;0
0;-0.486472;-0.658957;-0.406127;0.108833;0.553548;0.640983;0.314704;-0.214696;-0.605524;-0.605524;-0.214696;0.314704;0.640983;0.553548;0.108833;-0.406127;-0.658957;-0.486472;0
0;-0.566817;-0.76779;-0.473202;0.126807;0.644971;0.746846;0.36668;-0.250155;-0.705531;-0.705531;-0.250155;0.36668;0.746846;0.644971;0.126807;-0.473202;-0.76779;-0.566817;0
0;-0.6317;-0.855678;-0.527369;0.141323;0.7188;0.832337;0.408653;-0.27879;-0.786293;-0.786293;-0.27879;0.408653;0.832337;0.7188;0.141323;-0.527369;-0.855678;-0.6317;0
0;-0.679344;-0.920215;-0.567145;0.151981;0.773013;0.895114;0.439475;-0.299817;-0.845596;-0.845596;-0.299817;0.439475;0.895114;0.773013;0.151981;-0.567145;-0.920215;-0.679344;0
0;-0.708397;-0.959568;-0.591399;0.158481;0.806072;0.933394;0.458269;-0.312639;-0.881759;-0.881759;-0.312639;0.458269;0.933394;0.806072;0.158481;-0.591399;-0.959568;-0.708397;0
0;-0.717793;-0.972296;-0.599243;0.160583;0.816763;0.945774;0.464348;-0.316786;-0.893454;-0.893454;-0.316786;0.464348;0.945774;0.816763;0.160583;-0.599243;-0.972296;-0.717793;0
