0;0.154151;0.304429;0.447059;0.578458;0.695324;0.794723;0.874157;0.931629;0.965697;0.975505;0.960806;0.921969;0.85997;0.776367;0.67326;0.553239;0.41932;0.274866;0.123507;-0.0309547;-0.184639;-0.333684;-0.474347;-0.603093;-0.716688;-0.812278;-0.887462;-0.940351;-0.969617;-0.974523;-0.954947;-0.911381;-0.844919;-0.75723;-0.650518;-0.527464;-0.391159;-0.245027;-0.0927393;0.0618781;0.214941;0.362604;0.501158;0.627122;0.73733;0.829016;0.899875;0.948126;0.972559;0.972559;0.948126;0.899875;0.829016;0.73733;0.627122;0.501158;0.362604;0.214941;0.0618781;-0.0927393;-0.245027;-0.391159;-0.527464;-0.650518;-0.75723;-0.844919;-0.911381;-0.954947;-0.974523;-0.969617;-0.940351;-0.887462;-0.812278;-0.716688;-0.603093;-0.474347;-0.333684;-0.184639;-0.0309547;0.123507;0.274866;0.41932;0.553239;0.67326;0.776367;0.85997;0.921969;0.960806;0.975505;0.965697;0.931629;0.874157;0.794723;0.695324;0.578458;0.447059;0.304429;0.154151;0
0;0.154073;0.304275;0.446833;0.578166;0.694974;0.794323;0.873716;0.93116;0.965211;0.975014;0.960322;0.921505;0.859537;0.775976;0.672921;0.552961;0.419109;0.274728;0.123445;-0.0309391;-0.184546;-0.333516;-0.474108;-0.602789;-0.716327;-0.811869;-0.887015;-0.939878;-0.969128;-0.974032;-0.954466;-0.910922;-0.844493;-0.756849;-0.650191;-0.527199;-0.390962;-0.244904;-0.0926926;0.061847;0.214833;0.362422;0.500906;0.626806;0.736959;0.828598;0.899421;0.947649;0.972069;0.972069;0.947649;0.899421;0.828598;0.736959;0.626806;0.500906;0.362422;0.214833;0.061847;-0.0926926;-0.244904;-0.390962;-0.527199;-0.650191;-0.756849;-0.844493;-0.910922;-0.954466;-0.974032;-0.969128;-0.939878;-0.887015;-0.811869;-0.716327;-0.602789;-0.474108;-0.333516;-0.184546;-0.0309391;0.123445;0.274728;0.419109;0.552961;0.672921;0.775976;0.859537;0.921505;0.960322;0.975014;0.965211;0.93116;0.873716;0.794323;0.694974;0.578166;0.446833;0.304275;0.154073;0
0;0.15384;0.303815;0.446158;0.577292;0.693923;0.793121;0.872395;0.929752;0.963751;0.973539;0.95887;0.920111;0.858237;0.774803;0.671904;0.552124;0.418475;0.274312;0.123258;-0.0308923;-0.184267;-0.333012;-0.473391;-0.601878;-0.715244;-0.810641;-0.885674;-0.938456;-0.967662;-0.972559;-0.953022;-0.909544;-0.843216;-0.755704;-0.649207;-0.526401;-0.390371;-0.244533;-0.0925524;0.0617534;0.214508;0.361874;0.500148;0.625858;0.735844;0.827345;0.898061;0.946216;0.970599;0.970599;0.946216;0.898061;0.827345;0.735844;0.625858;0.500148;0.361874;0.214508;0.0617534;-0.0925524;-0.244533;-0.390371;-0.526401;-0.649207;-0.755704;-0.843216;-0.909544;-0.953022;-0.972559;-0.967662;-0.938456;-0.885674;-0.810641;-0.715244;-0.601878;-0.473391;-0.333012;-0.184267;-0.0308923;0.123258;0.274312;0.418475;0.552124;0.671904;0.774803;0.858237;0.920111;0.95887;0.973539;0.963751;0.929752;0.872395;0.793121;0.693923;0.577292;0.446158;0.303815;0.15384;0
0;0.153452;0.303049;0.445032;0.575836;0.692173;0.791121;0.870194;0.927406;0.96132;0.971083;0.956451;0.91779;0.856073;0.772848;0.670209;0.550732;0.417419;0.27362;0.122947;-0.0308143;-0.183802;-0.332172;-0.472197;-0.60036;-0.71344;-0.808597;-0.88344;-0.936089;-0.965222;-0.970106;-0.950619;-0.90725;-0.841089;-0.753798;-0.64757;-0.525073;-0.389386;-0.243916;-0.092319;0.0615977;0.213967;0.360961;0.498886;0.624279;0.733988;0.825258;0.895796;0.943829;0.968151;0.968151;0.943829;0.895796;0.825258;0.733988;0.624279;0.498886;0.360961;0.213967;0.0615977;-0.092319;-0.243916;-0.389386;-0.525073;-0.64757;-0.753798;-0.841089;-0.90725;-0.950619;-0.970106;-0.965222;-0.936089;-0.88344;-0.808597;-0.71344;-0.60036;-0.472197;-0.332172;-0.183802;-0.0308143;0.122947;0.27362;0.417419;0.550732;0.670209;0.772848;0.856073;0.91779;0.956451;0.971083;0.96132;0.927406;0.870194;0.791121;0.692173;0.575836;0.445032;0.303049;0.153452;0
0;0.152909;0.301977;0.443458;0.573799;0.689725;0.788323;0.867117;0.924127;0.957921;0.96765;0.953069;0.914545;0.853045;0.770116;0.667839;0.548784;0.415943;0.272653;0.122513;-0.0307054;-0.183152;-0.330997;-0.470527;-0.598237;-0.710917;-0.805737;-0.880316;-0.932779;-0.961808;-0.966675;-0.947257;-0.904042;-0.838115;-0.751132;-0.64528;-0.523217;-0.388009;-0.243054;-0.0919925;0.0613799;0.21321;0.359684;0.497122;0.622071;0.731393;0.82234;0.892628;0.940491;0.964727;0.964727;0.940491;0.892628;0.82234;0.731393;0.622071;0.497122;0.359684;0.21321;0.0613799;-0.0919925;-0.243054;-0.388009;-0.523217;-0.64528;-0.751132;-0.838115;-0.904042;-0.947257;-0.966675;-0.961808;-0.932779;-0.880316;-0.805737;-0.710917;-0.598237;-0.470527;-0.330997;-0.183152;-0.0307054;0.122513;0.272653;0.415943;0.548784;0.667839;0.770116;0.853045;0.914545;0.953069;0.96765;0.957921;0.924127;0.867117;0.788323;0.689725;0.573799;0.443458;0.301977;0.152909;0
0;0.152213;0.300601;0.441438;0.571185;0.686583;0.784732;0.863167;0.919917;0.953557;0.963241;0.948727;0.910378;0.849159;0.766607;0.664796;0.546284;0.414048;0.271411;0.121954;-0.0305655;-0.182318;-0.329489;-0.468384;-0.595511;-0.707678;-0.802067;-0.876305;-0.928529;-0.957427;-0.962271;-0.942942;-0.899923;-0.834296;-0.74771;-0.64234;-0.520833;-0.386241;-0.241947;-0.0915734;0.0611002;0.212239;0.358046;0.494858;0.619238;0.728061;0.818594;0.888562;0.936207;0.960333;0.960333;0.936207;0.888562;0.818594;0.728061;0.619238;0.494858;0.358046;0.212239;0.0611002;-0.0915734;-0.241947;-0.386241;-0.520833;-0.64234;-0.74771;-0.834296;-0.899923;-0.942942;-0.962271;-0.957427;-0.928529;-0.876305;-0.802067;-0.707678;-0.595511;-0.468384;-0.329489;-0.182318;-0.0305655;0.121954;0.271411;0.414048;0.546284;0.664796;0.766607;0.849159;0.910378;0.948727;0.963241;0.953557;0.919917;0.863167;0.784732;0.686583;0.571185;0.441438;0.300601;0.152213;0
0;0.151363;0.298923;0.438974;0.567996;0.68275;0.780351;0.858348;0.914781;0.948233;0.957863;0.94343;0.905296;0.844418;0.762327;0.661085;0.543234;0.411737;0.269895;0.121274;-0.0303949;-0.1813;-0.32765;-0.465769;-0.592186;-0.703727;-0.797589;-0.871413;-0.923345;-0.952081;-0.956899;-0.937677;-0.894899;-0.829639;-0.743536;-0.638754;-0.517925;-0.384085;-0.240596;-0.0910622;0.0607591;0.211054;0.356047;0.492095;0.61578;0.723996;0.814023;0.883601;0.93098;0.954971;0.954971;0.93098;0.883601;0.814023;0.723996;0.61578;0.492095;0.356047;0.211054;0.0607591;-0.0910622;-0.240596;-0.384085;-0.517925;-0.638754;-0.743536;-0.829639;-0.894899;-0.937677;-0.956899;-0.952081;-0.923345;-0.871413;-0.797589;-0.703727;-0.592186;-0.465769;-0.32765;-0.1813;-0.0303949;0.121274;0.269895;0.411737;0.543234;0.661085;0.762327;0.844418;0.905296;0.94343;0.957863;0.948233;0.914781;0.858348;0.780351;0.68275;0.567996;0.438974;0.298923;0.151363;0
0;0.150361;0.296944;0.436067;0.564236;0.678229;0.775184;0.852665;0.908724;0.941955;0.951522;0.937184;0.899302;0.838827;0.75728;0.656708;0.539638;0.409011;0.268108;0.120471;-0.0301936;-0.180099;-0.325481;-0.462685;-0.588266;-0.699068;-0.792308;-0.865643;-0.917232;-0.945778;-0.950563;-0.931469;-0.888974;-0.824146;-0.738613;-0.634525;-0.514496;-0.381542;-0.239003;-0.0904593;0.0603568;0.209657;0.353689;0.488837;0.611703;0.719203;0.808634;0.87775;0.924816;0.948648;0.948648;0.924816;0.87775;0.808634;0.719203;0.611703;0.488837;0.353689;0.209657;0.0603568;-0.0904593;-0.239003;-0.381542;-0.514496;-0.634525;-0.738613;-0.824146;-0.888974;-0.931469;-0.950563;-0.945778;-0.917232;-0.865643;-0.792308;-0.699068;-0.588266;-0.462685;-0.325481;-0.180099;-0.0301936;0.120471;0.268108;0.409011;0.539638;0.656708;0.75728;0.838827;0.899302;0.937184;0.951522;0.941955;0.908724;0.852665;0.775184;0.678229;0.564236;0.436067;0.296944;0.150361;0
0;0.149207;0.294666;0.432722;0.559907;0.673026;0.769237;0.846124;0.901753;0.934729;0.944222;0.929994;0.892403;0.832392;0.75147;0.65167;0.535498;0.405873;0.266052;0.119546;-0.029962;-0.178718;-0.322984;-0.459135;-0.583753;-0.693705;-0.78623;-0.859003;-0.910196;-0.938522;-0.943271;-0.924323;-0.882154;-0.817823;-0.732947;-0.629657;-0.510549;-0.378615;-0.237169;-0.0897653;0.0598938;0.208048;0.350976;0.485087;0.607011;0.713685;0.80243;0.871017;0.917721;0.941371;0.941371;0.917721;0.871017;0.80243;0.713685;0.607011;0.485087;0.350976;0.208048;0.0598938;-0.0897653;-0.237169;-0.378615;-0.510549;-0.629657;-0.732947;-0.817823;-0.882154;-0.924323;-0.943271;-0.938522;-0.910196;-0.859003;-0.78623;-0.693705;-0.583753;-0.459135;-0.322984;-0.178718;-0.029962;0.119546;0.266052;0.405873;0.535498;0.65167;0.75147;0.832392;0.892403;0.929994;0.944222;0.934729;0.901753;0.846124;0.769237;0.673026;0.559907;0.432722;0.294666;0.149207;0
0;0.147904;0.292091;0.428941;0.555015;0.667146;0.762516;0.838731;0.893874;0.926562;0.935972;0.921869;0.884606;0.82512;0.744905;0.645976;0.530819;0.402327;0.263727;0.118502;-0.0297002;-0.177156;-0.320162;-0.455124;-0.578652;-0.687644;-0.77936;-0.851497;-0.902243;-0.930322;-0.93503;-0.916247;-0.874446;-0.810678;-0.726543;-0.624156;-0.506088;-0.375307;-0.235097;-0.088981;0.0593705;0.20623;0.34791;0.480848;0.601707;0.70745;0.795419;0.863407;0.909703;0.933146;0.933146;0.909703;0.863407;0.795419;0.70745;0.601707;0.480848;0.34791;0.20623;0.0593705;-0.088981;-0.235097;-0.375307;-0.506088;-0.624156;-0.726543;-0.810678;-0.874446;-0.916247;-0.93503;-0.930322;-0.902243;-0.851497;-0.77936;-0.687644;-0.578652;-0.455124;-0.320162;-0.177156;-0.0297002;0.118502;0.263727;0.402327;0.530819;0.645976;0.744905;0.82512;0.884606;0.921869;0.935972;0.926562;0.893874;0.838731;0.762516;0.667146;0.555015;0.428941;0.292091;0.147904;0
