7.90505e-323;1.5e+07;1.1616e+07;1.05223e+07;1.01688e+07;1.00546e+07;1.00176e+07;1.00057e+07;1.00018e+07;1.00006e+07;1.00002e+07;1.00001e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;9.99999e+06;9.99998e+06;9.99994e+06;9.99981e+06;9.9994e+06;9.99816e+06;9.9943e+06;9.98237e+06;9.94544e+06;9.83119e+06;9.4777e+06;8.38398e+06;5e+06
36000;1.5e+07;1.39931e+07;1.30466e+07;1.22188e+07;1.15437e+07;1.10281e+07;1.06572e+07;1.04046e+07;1.02405e+07;1.01386e+07;1.00776e+07;1.00423e+07;1.00225e+07;1.00117e+07;1.0006e+07;1.0003e+07;1.00015e+07;1.00007e+07;1.00003e+07;1.00002e+07;1.00001e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;9.99999e+06;9.99999e+06;9.99997e+06;9.99993e+06;9.99985e+06;9.99968e+06;9.99932e+06;9.9986e+06;9.99715e+06;9.99431e+06;9.98885e+06;9.97861e+06;9.95988e+06;9.92652e+06;9.86891e+06;9.77269e+06;9.61781e+06;9.37847e+06;9.02488e+06;8.52777e+06;7.86608e+06;7.03669e+06;6.06335e+06;5e+06
72000;1.5e+07;1.42808e+07;1.35813e+07;1.29246e+07;1.23296e+07;1.18094e+07;1.13701e+07;1.10118e+07;1.0729e+07;1.05127e+07;1.03524e+07;1.02368e+07;1.01557e+07;1.01003e+07;1.00634e+07;1.00393e+07;1.00239e+07;1.00143e+07;1.00084e+07;1.00049e+07;1.00028e+07;1.00016e+07;1.00009e+07;1.00005e+07;1.00003e+07;1.00001e+07;1.00001e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;9.99999e+06;9.99998e+06;9.99996e+06;9.99993e+06;9.99987e+06;9.99976e+06;9.99955e+06;9.99918e+06;9.99852e+06;9.99737e+06;9.9954e+06;9.99206e+06;9.98653e+06;9.97752e+06;9.9631e+06;9.94053e+06;9.90593e+06;9.85407e+06;9.77814e+06;9.66972e+06;9.51882e+06;9.31444e+06;9.04529e+06;8.70107e+06;8.27405e+06;7.76077e+06;7.16366e+06;6.4922e+06;5.76321e+06;5e+06
108000;1.5e+07;1.44109e+07;1.38318e+07;1.32757e+07;1.27541e+07;1.22764e+07;1.1849e+07;1.14757e+07;1.11571e+07;1.08914e+07;1.06749e+07;1.05022e+07;1.03674e+07;1.02643e+07;1.01871e+07;1.01303e+07;1.00894e+07;1.00604e+07;1.00402e+07;1.00264e+07;1.00171e+07;1.00109e+07;1.00069e+07;1.00043e+07;1.00026e+07;1.00016e+07;1.0001e+07;1.00006e+07;1.00003e+07;1.00002e+07;1.00001e+07;1.00001e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;9.99999e+06;9.99999e+06;9.99998e+06;9.99997e+06;9.99994e+06;9.99989e+06;9.99982e+06;9.99968e+06;9.99946e+06;9.9991e+06;9.9985e+06;9.99753e+06;9.99598e+06;9.99355e+06;9.98978e+06;9.984e+06;9.97531e+06;9.96241e+06;9.94357e+06;9.91653e+06;9.87834e+06;9.82538e+06;9.75323e+06;9.65674e+06;9.53016e+06;9.3673e+06;9.16191e+06;8.90812e+06;8.60101e+06;8.23718e+06;7.81543e+06;7.33727e+06;6.80731e+06;6.2334e+06;5.62646e+06;5e+06
144000;1.5e+07;1.4489e+07;1.39842e+07;1.3494e+07;1.30264e+07;1.2588e+07;1.21844e+07;1.18194e+07;1.1495e+07;1.12119e+07;1.09692e+07;1.07645e+07;1.0595e+07;1.04568e+07;1.03461e+07;1.02588e+07;1.0191e+07;1.01392e+07;1.01002e+07;1.00712e+07;1.005e+07;1.00347e+07;1.00238e+07;1.00161e+07;1.00108e+07;1.00072e+07;1.00047e+07;1.00031e+07;1.0002e+07;1.00012e+07;1.00008e+07;1.00005e+07;1.00003e+07;1.00002e+07;1.00001e+07;1.00001e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;9.99999e+06;9.99999e+06;9.99998e+06;9.99996e+06;9.99994e+06;9.99989e+06;9.99983e+06;9.99972e+06;9.99954e+06;9.99926e+06;9.99883e+06;9.99816e+06;9.99714e+06;9.9956e+06;9.9933e+06;9.9899e+06;9.98494e+06;9.9778e+06;9.96765e+06;9.95341e+06;9.93367e+06;9.9067e+06;9.87036e+06;9.82208e+06;9.75884e+06;9.67723e+06;9.57348e+06;9.44356e+06;9.28335e+06;9.08888e+06;8.85652e+06;8.5833e+06;8.26724e+06;7.9076e+06;7.50515e+06;7.06239e+06;6.58362e+06;6.07494e+06;5.54405e+06;5e+06
180000;1.5e+07;1.45425e+07;1.40892e+07;1.36463e+07;1.32193e+07;1.28137e+07;1.24337e+07;1.20827e+07;1.17632e+07;1.14765e+07;1.12228e+07;1.10016e+07;1.08113e+07;1.06499e+07;1.05148e+07;1.04034e+07;1.03126e+07;1.02397e+07;1.01818e+07;1.01364e+07;1.01013e+07;1.00744e+07;1.00541e+07;1.0039e+07;1.00278e+07;1.00196e+07;1.00137e+07;1.00095e+07;1.00065e+07;1.00044e+07;1.0003e+07;1.0002e+07;1.00013e+07;1.00009e+07;1.00006e+07;1.00004e+07;1.00002e+07;1.00001e+07;1.00001e+07;1.00001e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;9.99999e+06;9.99999e+06;9.99998e+06;9.99997e+06;9.99995e+06;9.99991e+06;9.99986e+06;9.99978e+06;9.99966e+06;9.99947e+06;9.99919e+06;9.99877e+06;9.99814e+06;9.99722e+06;9.99587e+06;9.99393e+06;9.99115e+06;9.98723e+06;9.98174e+06;9.97414e+06;9.96374e+06;9.94966e+06;9.93081e+06;9.90585e+06;9.87319e+06;9.83097e+06;9.77703e+06;9.70894e+06;9.62404e+06;9.51948e+06;9.39233e+06;9.23964e+06;9.0586e+06;8.84672e+06;8.60193e+06;8.32284e+06;8.00882e+06;7.66021e+06;7.27842e+06;6.866e+06;6.42666e+06;5.96521e+06;5.48746e+06;5e+06
212400;1.5e+07;1.45786e+07;1.41604e+07;1.375e+07;1.33522e+07;1.2971e+07;1.26101e+07;1.22726e+07;1.19608e+07;1.16761e+07;1.14194e+07;1.11908e+07;1.09894e+07;1.08144e+07;1.06639e+07;1.05361e+07;1.04288e+07;1.03397e+07;1.02666e+07;1.02073e+07;1.01597e+07;1.01219e+07;1.00922e+07;1.00691e+07;1.00513e+07;1.00378e+07;1.00276e+07;1.00199e+07;1.00143e+07;1.00102e+07;1.00072e+07;1.0005e+07;1.00035e+07;1.00024e+07;1.00016e+07;1.00011e+07;1.00007e+07;1.00005e+07;1.00003e+07;1.00002e+07;1.00001e+07;1.00001e+07;1.00001e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;1e+07;9.99999e+06;9.99999e+06;9.99999e+06;9.99998e+06;9.99996e+06;9.99994e+06;9.99991e+06;9.99987e+06;9.9998e+06;9.99969e+06;9.99954e+06;9.9993e+06;9.99896e+06;9.99847e+06;9.99776e+06;9.99675e+06;9.99532e+06;9.99332e+06;9.99053e+06;9.98669e+06;9.98146e+06;9.97438e+06;9.9649e+06;9.95234e+06;9.93584e+06;9.9144e+06;9.88681e+06;9.85167e+06;9.80737e+06;9.75211e+06;9.68388e+06;9.60055e+06;9.49984e+06;9.37946e+06;9.2371e+06;9.07059e+06;8.87796e+06;8.6576e+06;8.4083e+06;8.12943e+06;7.82102e+06;7.48381e+06;7.11938e+06;6.73011e+06;6.31923e+06;5.89072e+06;5.44924e+06;5e+06
248400;1.5e+07;1.46102e+07;1.42227e+07;1.38414e+07;1.34699e+07;1.31116e+07;1.27695e+07;1.24464e+07;1.21442e+07;1.18646e+07;1.16085e+07;1.13764e+07;1.11682e+07;1.09834e+07;1.08211e+07;1.06799e+07;1.05583e+07;1.04547e+07;1.03673e+07;1.02943e+07;1.02338e+07;1.01843e+07;1.01441e+07;1.01117e+07;1.0086e+07;1.00656e+07;1.00497e+07;1.00373e+07;1.00278e+07;1.00206e+07;1.00151e+07;1.0011e+07;1.0008e+07;1.00057e+07;1.00041e+07;1.00029e+07;1.0002e+07;1.00014e+07;1.0001e+07;1.00007e+07;1.00005e+07;1.00003e+07;1.00002e+07;1.00001e+07;1.00001e+07;1.00001e+07;1e+07;1e+07;1e+07;1e+07;1e+07;9.99999e+06;9.99998e+06;9.99996e+06;9.99994e+06;9.99991e+06;9.99987e+06;9.9998e+06;9.99971e+06;9.99957e+06;9.99937e+06;9.99909e+06;9.99868e+06;9.99811e+06;9.99731e+06;9.9962e+06;9.99467e+06;9.99258e+06;9.98975e+06;9.98595e+06;9.98087e+06;9.97415e+06;9.96534e+06;9.95388e+06;9.93911e+06;9.92023e+06;9.89631e+06;9.86628e+06;9.82891e+06;9.78282e+06;9.72649e+06;9.65829e+06;9.57646e+06;9.4792e+06;9.36467e+06;9.23106e+06;9.07667e+06;8.89994e+06;8.69957e+06;8.47456e+06;8.22433e+06;7.94873e+06;7.64816e+06;7.32357e+06;6.97653e+06;6.60921e+06;6.22437e+06;5.8253e+06;5.41579e+06;5e+06
284400;1.5e+07;1.46356e+07;1.42729e+07;1.39153e+07;1.35656e+07;1.32266e+07;1.29011e+07;1.25911e+07;1.22988e+07;1.20254e+07;1.17722e+07;1.15397e+07;1.13283e+07;1.11377e+07;1.09674e+07;1.08166e+07;1.06844e+07;1.05694e+07;1.04703e+07;1.03856e+07;1.03139e+07;1.02536e+07;1.02035e+07;1.01621e+07;1.01282e+07;1.01006e+07;1.00785e+07;1.00607e+07;1.00467e+07;1.00356e+07;1.0027e+07;1.00203e+07;1.00152e+07;1.00113e+07;1.00083e+07;1.00061e+07;1.00045e+07;1.00032e+07;1.00023e+07;1.00017e+07;1.00012e+07;1.00008e+07;1.00006e+07;1.00004e+07;1.00003e+07;1.00002e+07;1.00001e+07;1.00001e+07;1e+07;1e+07;9.99999e+06;9.99996e+06;9.99993e+06;9.99989e+06;9.99983e+06;9.99974e+06;9.99963e+06;9.99946e+06;9.99923e+06;9.99891e+06;9.99846e+06;9.99785e+06;9.99701e+06;9.99586e+06;9.99432e+06;9.99225e+06;9.98951e+06;9.98588e+06;9.98112e+06;9.97493e+06;9.96694e+06;9.9567e+06;9.94368e+06;9.92726e+06;9.90669e+06;9.88115e+06;9.84967e+06;9.81118e+06;9.76451e+06;9.70836e+06;9.64137e+06;9.56207e+06;9.46899e+06;9.36062e+06;9.2355e+06;9.09221e+06;8.9295e+06;8.74627e+06;8.54166e+06;8.3151e+06;8.06635e+06;7.79558e+06;7.50337e+06;7.19073e+06;6.85915e+06;6.51059e+06;6.14744e+06;5.77248e+06;5.38886e+06;5e+06
320400;1.5e+07;1.46565e+07;1.43146e+07;1.39766e+07;1.36453e+07;1.3323e+07;1.30119e+07;1.27141e+07;1.24311e+07;1.21645e+07;1.19154e+07;1.16843e+07;1.14718e+07;1.1278e+07;1.11026e+07;1.09451e+07;1.08049e+07;1.06811e+07;1.05725e+07;1.04782e+07;1.03967e+07;1.0327e+07;1.02678e+07;1.02179e+07;1.01762e+07;1.01415e+07;1.01129e+07;1.00896e+07;1.00706e+07;1.00552e+07;1.0043e+07;1.00332e+07;1.00255e+07;1.00195e+07;1.00148e+07;1.00112e+07;1.00084e+07;1.00062e+07;1.00046e+07;1.00034e+07;1.00025e+07;1.00018e+07;1.00013e+07;1.00009e+07;1.00007e+07;1.00005e+07;1.00003e+07;1.00002e+07;1.00001e+07;1e+07;9.99997e+06;9.9999e+06;9.99982e+06;9.99971e+06;9.99957e+06;9.99939e+06;9.99913e+06;9.99879e+06;9.99832e+06;9.99769e+06;9.99685e+06;9.99572e+06;9.99422e+06;9.99224e+06;9.98965e+06;9.98628e+06;9.98192e+06;9.97633e+06;9.9692e+06;9.96017e+06;9.94881e+06;9.93462e+06;9.91701e+06;9.89533e+06;9.86882e+06;9.83663e+06;9.79782e+06;9.75137e+06;9.69617e+06;9.63107e+06;9.55483e+06;9.4662e+06;9.36394e+06;9.2468e+06;9.11361e+06;8.96331e+06;8.79494e+06;8.60774e+06;8.40117e+06;8.17493e+06;7.92903e+06;7.66379e+06;7.37987e+06;7.0783e+06;6.76048e+06;6.42816e+06;6.08342e+06;5.72867e+06;5.36657e+06;5e+06
356400;1.5e+07;1.46743e+07;1.43498e+07;1.40287e+07;1.37132e+07;1.34053e+07;1.3107e+07;1.28201e+07;1.25461e+07;1.22863e+07;1.20417e+07;1.18131e+07;1.16011e+07;1.14058e+07;1.12272e+07;1.10651e+07;1.0919e+07;1.07884e+07;1.06723e+07;1.057e+07;1.04804e+07;1.04025e+07;1.03352e+07;1.02776e+07;1.02285e+07;1.01869e+07;1.01521e+07;1.0123e+07;1.00989e+07;1.00791e+07;1.00628e+07;1.00496e+07;1.0039e+07;1.00305e+07;1.00237e+07;1.00183e+07;1.0014e+07;1.00107e+07;1.00081e+07;1.00061e+07;1.00046e+07;1.00034e+07;1.00025e+07;1.00019e+07;1.00014e+07;1.0001e+07;1.00007e+07;1.00004e+07;1.00003e+07;1.00001e+07;9.99994e+06;9.99978e+06;9.9996e+06;9.99938e+06;9.9991e+06;9.99874e+06;9.99826e+06;9.99764e+06;9.99681e+06;9.99572e+06;9.9943e+06;9.99245e+06;9.99006e+06;9.98699e+06;9.98306e+06;9.97808e+06;9.97178e+06;9.96388e+06;9.95402e+06;9.94182e+06;9.92679e+06;9.9084e+06;9.88606e+06;9.85908e+06;9.8267e+06;9.78811e+06;9.74241e+06;9.68865e+06;9.62582e+06;9.55286e+06;9.46873e+06;9.37233e+06;9.26262e+06;9.1386e+06;8.99933e+06;8.84398e+06;8.67187e+06;8.48246e+06;8.27543e+06;8.05068e+06;7.80836e+06;7.54888e+06;7.27295e+06;6.98157e+06;6.67603e+06;6.35791e+06;6.02906e+06;5.69157e+06;5.34773e+06;5e+06
