0;0.307428;0.583533;0.800183;0.935303;0.975127;0.915596;0.762777;0.532239;0.247472;-0.0625087;-0.366121;-0.63243;-0.834301;-0.951167;-0.97112;-0.892126;-0.722236;-0.478758;-0.1865;0.124761;0.423309;0.678727;0.864991;0.963122;0.963122;0.864991;0.678727;0.423309;0.124761;-0.1865;-0.478758;-0.722236;-0.892126;-0.97112;-0.951167;-0.834301;-0.63243;-0.366121;-0.0625087;0.247472;0.532239;0.762777;0.915596;0.975127;0.935303;0.800183;0.583533;0.307428;0
0;0.306809;0.582357;0.79857;0.933418;0.973161;0.91375;0.761239;0.531166;0.246974;-0.0623827;-0.365383;-0.631155;-0.832619;-0.94925;-0.969162;-0.890328;-0.72078;-0.477793;-0.186124;0.124509;0.422456;0.677359;0.863247;0.961181;0.961181;0.863247;0.677359;0.422456;0.124509;-0.186124;-0.477793;-0.72078;-0.890328;-0.969162;-0.94925;-0.832619;-0.631155;-0.365383;-0.0623827;0.246974;0.531166;0.761239;0.91375;0.973161;0.933418;0.79857;0.582357;0.306809;0
0;0.304921;0.578775;0.793657;0.927676;0.967175;0.908129;0.756556;0.527899;0.245454;-0.0619989;-0.363135;-0.627272;-0.827497;-0.94341;-0.9632;-0.884851;-0.716346;-0.474853;-0.184979;0.123743;0.419857;0.673192;0.857937;0.955268;0.955268;0.857937;0.673192;0.419857;0.123743;-0.184979;-0.474853;-0.716346;-0.884851;-0.9632;-0.94341;-0.827497;-0.627272;-0.363135;-0.0619989;0.245454;0.527899;0.756556;0.908129;0.967175;0.927676;0.793657;0.578775;0.304921;0
0;0.301777;0.572807;0.785475;0.918111;0.957203;0.898766;0.748756;0.522456;0.242924;-0.0613597;-0.359391;-0.620805;-0.818966;-0.933683;-0.953269;-0.875728;-0.70896;-0.469958;-0.183072;0.122467;0.415528;0.666252;0.849091;0.945419;0.945419;0.849091;0.666252;0.415528;0.122467;-0.183072;-0.469958;-0.70896;-0.875728;-0.953269;-0.933683;-0.818966;-0.620805;-0.359391;-0.0613597;0.242924;0.522456;0.748756;0.898766;0.957203;0.918111;0.785475;0.572807;0.301777;0
0;0.297392;0.564484;0.774061;0.90477;0.943293;0.885706;0.737875;0.514864;0.239394;-0.0604681;-0.354169;-0.611784;-0.807065;-0.920116;-0.939417;-0.863003;-0.698658;-0.463128;-0.180411;0.120688;0.40949;0.65657;0.836753;0.93168;0.93168;0.836753;0.65657;0.40949;0.120688;-0.180411;-0.463128;-0.698658;-0.863003;-0.939417;-0.920116;-0.807065;-0.611784;-0.354169;-0.0604681;0.239394;0.514864;0.737875;0.885706;0.943293;0.90477;0.774061;0.564484;0.297392;0
0;0.291785;0.55384;0.759465;0.887709;0.925506;0.869005;0.723962;0.505156;0.23488;-0.0593279;-0.34749;-0.600248;-0.791847;-0.902766;-0.921703;-0.84673;-0.685484;-0.454396;-0.177009;0.118412;0.401769;0.64419;0.820975;0.914113;0.914113;0.820975;0.64419;0.401769;0.118412;-0.177009;-0.454396;-0.685484;-0.84673;-0.921703;-0.902766;-0.791847;-0.600248;-0.34749;-0.0593279;0.23488;0.505156;0.723962;0.869005;0.925506;0.887709;0.759465;0.55384;0.291785;0
0;0.284978;0.54092;0.741748;0.867001;0.903916;0.848733;0.707073;0.493371;0.2294;-0.0579439;-0.339384;-0.586245;-0.773375;-0.881706;-0.900202;-0.826977;-0.669493;-0.443796;-0.17288;0.11565;0.392396;0.629162;0.801823;0.892788;0.892788;0.801823;0.629162;0.392396;0.11565;-0.17288;-0.443796;-0.669493;-0.826977;-0.900202;-0.881706;-0.773375;-0.586245;-0.339384;-0.0579439;0.2294;0.493371;0.707073;0.848733;0.903916;0.867001;0.741748;0.54092;0.284978;0
0;0.277;0.525777;0.720984;0.84273;0.878612;0.824973;0.68728;0.47956;0.222979;-0.0563218;-0.329884;-0.569834;-0.751725;-0.857024;-0.875002;-0.803827;-0.650751;-0.431372;-0.168041;0.112412;0.381411;0.611549;0.779377;0.867796;0.867796;0.779377;0.611549;0.381411;0.112412;-0.168041;-0.431372;-0.650751;-0.803827;-0.875002;-0.857024;-0.751725;-0.569834;-0.329884;-0.0563218;0.222979;0.47956;0.68728;0.824973;0.878612;0.84273;0.720984;0.525777;0.277;0
0;0.267884;0.508474;0.697257;0.814996;0.849697;0.797824;0.664662;0.463778;0.21564;-0.0544683;-0.319027;-0.551081;-0.726986;-0.82882;-0.846206;-0.777373;-0.629336;-0.417176;-0.16251;0.108713;0.368859;0.591424;0.753728;0.839237;0.839237;0.753728;0.591424;0.368859;0.108713;-0.16251;-0.417176;-0.629336;-0.777373;-0.846206;-0.82882;-0.726986;-0.551081;-0.319027;-0.0544683;0.21564;0.463778;0.664662;0.797824;0.849697;0.814996;0.697257;0.508474;0.267884;0
0;0.257668;0.489082;0.670664;0.783914;0.817291;0.767396;0.639313;0.44609;0.207416;-0.052391;-0.30686;-0.530064;-0.69926;-0.79721;-0.813933;-0.747726;-0.605334;-0.401265;-0.156313;0.104567;0.354792;0.568868;0.724982;0.80723;0.80723;0.724982;0.568868;0.354792;0.104567;-0.156313;-0.401265;-0.605334;-0.747726;-0.813933;-0.79721;-0.69926;-0.530064;-0.30686;-0.052391;0.207416;0.44609;0.639313;0.767396;0.817291;0.783914;0.670664;0.489082;0.257668;0
