0;0.309017;0.587785;0.809017;0.951057;1;0.951057;0.809017;0.587785;0.309017;1.22465e-16;-0.309017;-0.587785;-0.809017;-0.951057;-1;-0.951057;-0.809017;-0.587785;-0.309017;-2.44929e-16;0.309017;0.587785;0.809017;0.951057;1;0.951057;0.809017;0.587785;0.309017;3.67394e-16;-0.309017;-0.587785;-0.809017;-0.951057;-1;-0.951057;-0.809017;-0.587785;-0.309017;
-0.743983;-0.468225;-0.0448449;0.354555;0.614535;0.814361;0.934472;0.96311;0.897472;0.743983;0.517668;0.24068;-0.0598675;-0.354555;-0.614535;-0.814361;-0.934472;-0.96311;-0.897472;-0.743983;-0.517668;-0.24068;0.0598675;0.354555;0.614535;0.814361;0.934472;0.96311;0.897472;0.743983;0.517668;0.24068;-0.0598675;-0.354555;-0.614535;-0.814361;-0.934472;-0.96311;-0.897472;-0.743983;
-0.896543;-0.755118;-0.499757;-0.133358;0.252368;0.552914;0.761642;0.895814;0.942298;0.896543;0.763028;0.554823;0.292308;0.00117963;-0.290064;-0.552914;-0.761642;-0.895814;-0.942298;-0.896543;-0.763028;-0.554823;-0.292308;-0.00117963;0.290064;0.552914;0.761642;0.895814;0.942298;0.896543;0.763028;0.554823;0.292308;0.00117963;-0.290064;-0.552914;-0.761642;-0.895814;-0.942298;-0.896543;
-0.918243;-0.890387;-0.765173;-0.533063;-0.203545;0.161594;0.478114;0.707967;0.854949;0.918243;0.891652;0.777781;0.587775;0.340233;0.0593868;-0.227272;-0.491685;-0.707967;-0.854949;-0.918243;-0.891652;-0.777781;-0.587775;-0.340233;-0.0593868;0.227272;0.491685;0.707967;0.854949;0.918243;0.891652;0.777781;0.587775;0.340233;0.0593868;-0.227272;-0.491685;-0.707967;-0.854949;-0.918243;
-0.812163;-0.891;-0.880381;-0.773112;-0.5639;-0.263749;0.080787;0.400943;0.648737;0.812163;0.891203;0.883006;0.788374;0.61657;0.384413;0.114626;-0.166381;-0.431102;-0.653623;-0.812163;-0.891203;-0.883006;-0.788374;-0.61657;-0.384413;-0.114626;0.166381;0.431102;0.653623;0.812163;0.891203;0.883006;0.788374;0.61657;0.384413;0.114626;-0.166381;-0.431102;-0.653623;-0.812163;
-0.598882;-0.767702;-0.86092;-0.867041;-0.778255;-0.591192;-0.316678;0.00797888;0.325334;0.58568;0.765976;0.861437;0.870815;0.794953;0.641274;0.424823;0.166788;-0.107574;-0.371406;-0.598882;-0.767735;-0.861437;-0.870815;-0.794953;-0.641274;-0.424823;-0.166788;0.107574;0.371406;0.598882;0.767735;0.861437;0.870815;0.794953;0.641274;0.424823;0.166788;-0.107574;-0.371406;-0.598882;
-0.312822;-0.544002;-0.721842;-0.828341;-0.850631;-0.780288;-0.614612;-0.363558;-0.0581207;0.252741;0.520803;0.716343;0.828572;0.855301;0.797675;0.661966;0.46146;0.215783;-0.0510167;-0.312822;-0.544007;-0.72194;-0.829205;-0.855301;-0.797675;-0.661966;-0.46146;-0.215783;0.0510167;0.312822;0.544007;0.72194;0.829205;0.855301;0.797675;0.661966;0.46146;0.215783;-0.0510167;-0.312822;
0.00314227;-0.255561;-0.489231;-0.674859;-0.793568;-0.831352;-0.779103;-0.634087;-0.405068;-0.11834;0.183721;0.455587;0.663905;0.792446;0.836458;0.796707;0.67874;0.494334;0.261539;0.00314227;-0.255562;-0.48925;-0.675046;-0.794765;-0.836686;-0.796707;-0.67874;-0.494334;-0.261539;-0.00314227;0.255562;0.48925;0.675046;0.794765;0.836686;0.796707;0.67874;0.494334;0.261539;0.00314227;
0.304002;0.0547725;-0.199815;-0.43481;-0.627026;-0.756878;-0.80939;-0.77471;-0.64965;-0.441638;-0.173232;0.118478;0.391046;0.609477;0.753213;0.814254;0.792143;0.691703;0.523473;0.304002;0.0547723;-0.199818;-0.434849;-0.627314;-0.758374;-0.815198;-0.792225;-0.691703;-0.523473;-0.304002;-0.0547723;0.199818;0.434849;0.627314;0.758374;0.815198;0.792225;0.691703;0.523473;0.304002;
0.54892;0.343135;0.103761;-0.145763;-0.380967;-0.578605;-0.718533;-0.784937;-0.767185;-0.66139;-0.473577;-0.223185;0.057073;0.32787;0.55384;0.711235;0.788741;0.784032;0.700945;0.54892;0.343135;0.10376;-0.145771;-0.381033;-0.578997;-0.720284;-0.791065;-0.784412;-0.700974;-0.54892;-0.343135;-0.10376;0.145771;0.381033;0.578997;0.720284;0.791065;0.784412;0.700974;0.54892;
