0;0.309017;0.587785;0.809017;0.951057;1;0.951057;0.809017;0.587785;0.309017;1.22465e-16;-0.309017;-0.587785;-0.809017;-0.951057;-1;-0.951057;-0.809017;-0.587785;-0.309017;-2.44929e-16;0.309017;0.587785;0.809017;0.951057;1;0.951057;0.809017;0.587785;0.309017;3.67394e-16;-0.309017;-0.587785;-0.809017;-0.951057;-1;-0.951057;-0.809017;-0.587785;-0.309017;
-0.593049;-0.315194;-0.00648598;0.302857;0.582554;0.805227;0.949079;1.00003;0.953088;0.812852;0.593049;0.315194;0.00648598;-0.302857;-0.582554;-0.805227;-0.949079;-1.00003;-0.953088;-0.812852;-0.593049;-0.315194;-0.00648598;0.302857;0.582554;0.805227;0.949079;1.00003;0.953088;0.812852;0.593049;0.315194;0.00648598;-0.302857;-0.582554;-0.805227;-0.949079;-1.00003;-0.953088;-0.812852;
-0.814757;-0.595672;-0.318278;-0.00972912;0.299772;0.57993;0.80332;0.948075;1.00003;0.954088;0.814757;0.595672;0.318278;0.00972912;-0.299772;-0.57993;-0.80332;-0.948075;-1.00003;-0.954088;-0.814757;-0.595672;-0.318278;-0.00972912;0.299772;0.57993;0.80332;0.948075;1.00003;0.954088;0.814757;0.595672;0.318278;0.00972912;-0.299772;-0.57993;-0.80332;-0.948075;-1.00003;-0.954088;
-0.955079;-0.816653;-0.598288;-0.321359;-0.0129723;0.296684;0.577299;0.801403;0.947061;1.00001;0.955079;0.816653;0.598288;0.321359;0.0129723;-0.296684;-0.577299;-0.801403;-0.947061;-1.00001;-0.955079;-0.816653;-0.598288;-0.321359;-0.0129723;0.296684;0.577299;0.801403;0.947061;1.00001;0.955079;0.816653;0.598288;0.321359;0.0129723;-0.296684;-0.577299;-0.801403;-0.947061;-1.00001;
-0.999991;-0.956059;-0.818541;-0.600899;-0.324436;-0.0162155;0.293592;0.574662;0.799479;0.946037;0.999991;0.956059;0.818541;0.600899;0.324436;0.0162155;-0.293592;-0.574662;-0.799479;-0.946037;-0.999991;-0.956059;-0.818541;-0.600899;-0.324436;-0.0162155;0.293592;0.574662;0.799479;0.946037;0.999991;0.956059;0.818541;0.600899;0.324436;0.0162155;-0.293592;-0.574662;-0.799479;-0.946037;
-0.795604;-0.94396;-0.999914;-0.95799;-0.822291;-0.606101;-0.330581;-0.0227019;0.2874;0.569369;0.795604;0.94396;0.999914;0.95799;0.822291;0.606101;0.330581;0.0227019;-0.2874;-0.569369;-0.795604;-0.94396;-0.999914;-0.95799;-0.822291;-0.606101;-0.330581;-0.0227019;0.2874;0.569369;0.795604;0.94396;0.999914;0.95799;0.822291;0.606101;0.330581;0.0227019;-0.2874;-0.569369;
-0.566713;-0.793654;-0.942906;-0.99986;-0.958941;-0.824154;-0.608693;-0.333649;-0.025945;0.284299;0.566713;0.793654;0.942906;0.99986;0.958941;0.824154;0.608693;0.333649;0.025945;-0.284299;-0.566713;-0.793654;-0.942906;-0.99986;-0.958941;-0.824154;-0.608693;-0.333649;-0.025945;0.284299;0.566713;0.793654;0.942906;0.99986;0.958941;0.824154;0.608693;0.333649;0.025945;-0.284299;
-0.281194;-0.564051;-0.791695;-0.941842;-0.999795;-0.959881;-0.826007;-0.611278;-0.336713;-0.029188;0.281194;0.564051;0.791695;0.941842;0.999795;0.959881;0.826007;0.611278;0.336713;0.029188;-0.281194;-0.564051;-0.791695;-0.941842;-0.999795;-0.959881;-0.826007;-0.611278;-0.336713;-0.029188;0.281194;0.564051;0.791695;0.941842;0.999795;0.959881;0.826007;0.611278;0.336713;0.029188;
0.0324308;-0.278087;-0.561383;-0.789728;-0.940768;-0.99972;-0.960812;-0.827853;-0.613858;-0.339774;-0.0324308;0.278087;0.561383;0.789728;0.940768;0.99972;0.960812;0.827853;0.613858;0.339774;0.0324308;-0.278087;-0.561383;-0.789728;-0.940768;-0.99972;-0.960812;-0.827853;-0.613858;-0.339774;-0.0324308;0.278087;0.561383;0.789728;0.940768;0.99972;0.960812;0.827853;0.613858;0.339774;
0.618997;0.345885;0.0389159;-0.271863;-0.55603;-0.785769;-0.938591;-0.999537;-0.962642;-0.831517;-0.618997;-0.345885;-0.0389159;0.271863;0.55603;0.785769;0.938591;0.999537;0.962642;0.831517;0.618997;0.345885;0.0389159;-0.271863;-0.55603;-0.785769;-0.938591;-0.999537;-0.962642;-0.831517;-0.618997;-0.345885;-0.0389159;0.271863;0.55603;0.785769;0.938591;0.999537;0.962642;0.831517;
0.833336;0.621557;0.348936;0.042158;-0.268746;-0.553344;-0.783776;-0.937487;-0.999431;-0.963542;-0.833336;-0.621557;-0.348936;-0.042158;0.268746;0.553344;0.783776;0.937487;0.999431;0.963542;0.833336;0.621557;0.348936;0.042158;-0.268746;-0.553344;-0.783776;-0.937487;-0.999431;-0.963542;-0.833336;-0.621557;-0.348936;-0.042158;0.268746;0.553344;0.783776;0.937487;0.999431;0.963542;
0.964433;0.835147;0.624111;0.351983;0.0453999;-0.265627;-0.550652;-0.781776;-0.936374;-0.999313;-0.964433;-0.835147;-0.624111;-0.351983;-0.0453999;0.265627;0.550652;0.781776;0.936374;0.999313;0.964433;0.835147;0.624111;0.351983;0.0453999;-0.265627;-0.550652;-0.781776;-0.936374;-0.999313;-0.964433;-0.835147;-0.624111;-0.351983;-0.0453999;0.265627;0.550652;0.781776;0.936374;0.999313;
0.999185;0.965313;0.836949;0.626658;0.355026;0.0486415;-0.262504;-0.547954;-0.779767;-0.935251;-0.999185;-0.965313;-0.836949;-0.626658;-0.355026;-0.0486415;0.262504;0.547954;0.779767;0.935251;0.999185;0.965313;0.836949;0.626658;0.355026;0.0486415;-0.262504;-0.547954;-0.779767;-0.935251;-0.999185;-0.965313;-0.836949;-0.626658;-0.355026;-0.0486415;0.262504;0.547954;0.779767;0.935251;
0.934117;0.999047;0.966183;0.838742;0.629199;0.358066;0.0518827;-0.259379;-0.545251;-0.77775;-0.934117;-0.999047;-0.966183;-0.838742;-0.629199;-0.358066;-0.0518827;0.259379;0.545251;0.77775;0.934117;0.999047;0.966183;0.838742;0.629199;0.358066;0.0518827;-0.259379;-0.545251;-0.77775;-0.934117;-0.999047;-0.966183;-0.838742;-0.629199;-0.358066;-0.0518827;0.259379;0.545251;0.77775;
0.539826;0.773691;0.931821;0.998738;0.967892;0.842302;0.634261;0.364135;0.058364;-0.25312;-0.539826;-0.773691;-0.931821;-0.998738;-0.967892;-0.842302;-0.634261;-0.364135;-0.058364;0.25312;0.539826;0.773691;0.931821;0.998738;0.967892;0.842302;0.634261;0.364135;0.058364;-0.25312;-0.539826;-0.773691;-0.931821;-0.998738;-0.967892;-0.842302;-0.634261;-0.364135;-0.058364;0.25312;
0.249986;0.537105;0.771649;0.930658;0.998568;0.968732;0.844069;0.636782;0.367163;0.061604;-0.249986;-0.537105;-0.771649;-0.930658;-0.998568;-0.968732;-0.844069;-0.636782;-0.367163;-0.061604;0.249986;0.537105;0.771649;0.930658;0.998568;0.968732;0.844069;0.636782;0.367163;0.061604;-0.249986;-0.537105;-0.771649;-0.930658;-0.998568;-0.968732;-0.844069;-0.636782;-0.367163;-0.061604;
-0.0648434;0.246849;0.534378;0.769599;0.929485;0.998388;0.969561;0.845827;0.639297;0.370189;0.0648434;-0.246849;-0.534378;-0.769599;-0.929485;-0.998388;-0.969561;-0.845827;-0.639297;-0.370189;-0.0648434;0.246849;0.534378;0.769599;0.929485;0.998388;0.969561;0.845827;0.639297;0.370189;0.0648434;-0.246849;-0.534378;-0.769599;-0.929485;-0.998388;-0.969561;-0.845827;-0.639297;-0.370189;
